번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
5624,부산광역시 사하구청,부산광역시 사하구 하신번영로 286,부산광역시 사하구 하단동 1163,다목적,1,200,,30,2023-10,051-220-4344,35.10663,128.95779,2024-07-10
5625,부산광역시 사하구청,부산광역시 사하구 하신번영로 286,부산광역시 사하구 하단동 1163,다목적,1,200,,30,2023-10,051-220-4344,35.10663,128.95779,2024-07-10
5626,부산광역시 사하구청,부산광역시 사하구 하신번영로 286,부산광역시 사하구 하단동 1163,다목적,1,200,,30,2023-10,051-220-4344,35.10663,128.95779,2024-07-10
5627,부산광역시 사하구청,부산광역시 사하구 하신번영로 434-6,부산광역시 사하구 하단동 845-52,다목적,1,200,,30,2023-10,051-220-4344,35.11929,128.963,2024-07-10
5628,부산광역시 사하구청,부산광역시 사하구 사하로 190,부산광역시 사하구 괴정동 961-1,다목적,1,200,,30,2023-08,051-220-4344,35.09923,128.99395,2024-07-10
5629,부산광역시 사하구청,부산광역시 사하구 신평동 669,부산광역시 사하구 신평동 669,다목적,1,200,,30,2023-11,051-220-4344,35.0934,128.97051,2024-07-10
5630,부산광역시 사하구청,부산광역시 사하구 신평동 669,부산광역시 사하구 신평동 669,다목적,1,200,,30,2023-11,051-220-4344,35.0934,128.97051,2024-07-10
5631,부산광역시 사하구청,부산광역시 사하구 신평동 669,부산광역시 사하구 신평동 669,다목적,1,200,,30,2023-11,051-220-4344,35.0934,128.97051,2024-07-10
5632,부산광역시 사하구청,부산광역시 사하구 신평동 669,부산광역시 사하구 신평동 669,다목적,1,200,,30,2023-11,051-220-4344,35.0934,128.97051,2024-07-10
5633,부산광역시 사하구청,부산광역시 사하구 낙동대로 266,부산광역시 사하구 괴정동747-11,다목적,1,200,,30,2023-11,051-220-4344,35.09928,128.98806,2024-07-10
5634,부산광역시 사하구청,부산광역시 사하구 낙동대로 266,부산광역시 사하구 괴정동 747-11,다목적,1,200,,30,2023-11,051-220-4344,35.09928,128.98806,2024-07-10
5635,부산광역시 사하구청,부산광역시 사하구 낙동대로 207-1,부산광역시 사하구 괴정동 1009-3,다목적,1,200,,30,2023-11,051-220-4344,35.10024,128.99394,2024-07-10
5636,부산광역시 사하구청,부산광역시 사하구 동매로 44,부산광역시 사하구 하단동 606,다목적,1,200,,30,2023-11,051-220-4344,35.10341,128.96306,2024-07-10
5637,부산광역시 사하구청,부산광역시 사하구 동매로 44,부산광역시 사하구 하단동 606,다목적,1,200,,30,2023-11,051-220-4344,35.10341,128.96306,2024-07-10
5638,부산광역시 사하구청,부산광역시 사하구 하신번영로 167,부산광역시 사하구 신평동 665,다목적,1,200,,30,2023-11,051-220-4344,35.09751,128.96015,2024-07-10
5639,부산광역시 사하구청,부산광역시 사하구 하신번영로 167,부산광역시 사하구 신평동 665,다목적,1,200,,30,2023-11,051-220-4344,35.09751,128.96015,2024-07-10
5640,부산광역시 사하구청,부산광역시 사하구 하신번영로169번길 1,부산광역시 사하구 신평동 638,다목적,1,200,,30,2023-11,051-220-4344,35.09768,128.95982,2024-07-10
5641,부산광역시 사하구청,부산광역시 사하구 하신번영로169번길 1,부산광역시 사하구 신평동 638,다목적,1,200,,30,2023-11,051-220-4344,35.09768,128.95982,2024-07-10
5642,부산광역시 사하구청,부산광역시 사하구 다대낙조1길 11-1,부산광역시 사하구 다대동1548-25,다목적,1,200,,30,2023-11,051-220-4344,35.04971,128.96538,2024-07-10
5643,부산광역시 사하구청,부산광역시 사하구 다대동로29번길 10,부산광역시 사하구 다대동 1466,다목적,1,200,,30,2023-11,051-220-4344,35.05679,128.97167,2024-07-10
5644,부산광역시 사하구청,부산광역시 사하구 다대동 80-1,부산광역시 사하구 다대동 80-1,다목적,1,200,,30,2023-11,051-220-4344,35.06742,128.98119,2024-07-10
5645,부산광역시 사하구청,부산광역시 사하구 다대동 80-1,부산광역시 사하구 다대동 80-1,다목적,1,200,,30,2023-11,051-220-4344,35.06742,128.98119,2024-07-10
5646,부산광역시 사하구청,부산광역시 사하구 두송로 233,부산광역시 사하구 구평동 317-3,다목적,1,200,,30,2023-11,051-220-4344,35.07227,128.98882,2024-07-10
5647,부산광역시 사하구청,부산광역시 사하구 감천로178번길 12,부산광역시 사하구 감천동 841,다목적,1,200,,30,2023-11,051-220-4344,35.08333,129.0086,2024-07-10
5648,부산광역시 사하구청,부산광역시 사하구 장림시장9길 108,부산광역시 사하구 장림동 640-110,다목적,1,200,,30,2017-12,051-220-4344,35.07975,128.96759,2024-07-10
5649,부산광역시 사하구청,부산광역시 사하구 장림시장4길 68,부산광역시 사하구 장림동 641-220,다목적,1,200,,30,2017-12,051-220-4344,35.08081,128.96699,2024-07-10
5650,부산광역시 사하구청,부산광역시 사하구 장림번영로37번길 9,부산광역시 사하구 장림동 325-36,다목적,1,200,,30,2017-12,051-220-4344,35.08116,128.96933,2024-07-10
5651,부산광역시 사하구청,부산광역시 사하구 장림동 163-27,부산광역시 사하구 장림동 163-27,다목적,1,200,,30,2017-12,051-220-4344,35.08238,128.97505,2024-07-10
5652,부산광역시 사하구청,부산광역시 사하구 장평로 336,부산광역시 사하구 신평동 14-1,다목적,1,200,,30,2017-12,051-220-4344,35.09472,128.9764,2024-07-10
5653,부산광역시 사하구청,부산광역시 사하구 장평로146번길 15,부산광역시 사하구 장림동 338-10,다목적,1,200,,30,2017-12,051-220-4344,35.07853,128.97445,2024-07-10
5654,부산광역시 사하구청,부산광역시 사하구 장평로145번길 9,부산광역시 사하구 장림동 348-35,다목적,1,200,,30,2017-12,051-220-4344,35.07924,128.97247,2024-07-10
5655,부산광역시 사하구청,부산광역시 사하구 장평로 125,부산광역시 사하구 장림동 604-203,다목적,1,200,,30,2017-12,051-220-4344,35.07723,128.97282,2024-07-10
5656,부산광역시 사하구청,부산광역시 사하구 장평로133번길 31,부산광역시 사하구 장림동 605-45,다목적,1,200,,30,2017-12,051-220-4344,35.07775,128.97139,2024-07-10
5657,부산광역시 사하구청,부산광역시 사하구 장림시장8길 217,부산광역시 사하구 장림동 615-251,다목적,1,200,,30,2017-12,051-220-4344,35.07913,128.97066,2024-07-10
5658,부산광역시 사하구청,부산광역시 사하구 두송로26번길 46,부산광역시 사하구 장림동 44-11,다목적,1,200,,30,2017-12,051-220-4344,35.07711,128.98014,2024-07-10
5659,부산광역시 해운대구청,부산광역시 해운대구 송정광어골로82번길13,부산광역시 해운대구 송정동 445-7,다목적,3,200,360도다방면,30,,051-749-6051,35.17349,129.1958,2024-07-11
5660,부산광역시 해운대구청,부산광역시 해운대구 재반로241번길 22-17,부산광역시 해운대구 반여동 1612-25,다목적,2,200,360도다방면,30,,051-749-6051,35.19926,129.13009,2024-07-11
5661,부산광역시 해운대구청,부산광역시 해운대구,부산광역시 해운대구 좌동 1291,다목적,3,200,360도다방면,30,,051-749-6051,35.1766,129.17431,2024-07-11
5662,부산광역시 해운대구청,부산광역시 해운대구 우동2로32번길 43-13,부산광역시 해운대구 우동 238-1,다목적,2,200,360도다방면,30,,051-749-6051,35.16865,129.16024,2024-07-11
5663,부산광역시 해운대구청,부산광역시 해운대구 해운대로143번길 36-10,부산광역시 해운대구 재송동 1105-3,다목적,3,200,360도다방면,30,,051-749-6051,35.18449,129.12334,2024-07-11
5664,부산광역시 해운대구청,부산광역시 해운대구 재반로196번길15,부산광역시 해운대구 반여동1291-741,다목적,4,200,360도다방면,30,,051-749-6051,35.19471,129.13146,2024-07-11
5665,부산광역시 해운대구청,부산광역시 해운대구 재반로 267,부산광역시 해운대구 반여동 1603-1,다목적,3,200,360도다방면,30,,051-749-6051,35.20127,129.13166,2024-07-11
5666,부산광역시 해운대구청,부산광역시 해운대구,부산광역시 해운대구 송정동 451-23,다목적,3,200,360도다방면,30,,051-749-6051,35.18258,129.19863,2024-07-11
5667,부산광역시 해운대구청,부산광역시 해운대구 청사포로127,부산광역시 해운대구 중동 571,다목적,4,200,360도다방면,30,,051-749-6051,35.16066,129.19259,2024-07-11
5668,부산광역시 해운대구청,부산광역시 해운대구 우동1로 103,부산광역시 해운대구 우동 356-1,다목적,1,200,360도다방면,30,,051-749-6051,35.16953,129.15471,2024-07-11
5669,부산광역시 해운대구청,부산광역시 해운대구 우동1로 104,부산광역시 해운대구 우동 345-4,다목적,2,200,360도다방면,30,,051-749-6051,35.17054,129.1562,2024-07-11
5670,부산광역시 해운대구청,부산광역시 해운대구 우동3로11번길 19-14,부산광역시 해운대구 우동 219-10,다목적,3,200,360도다방면,30,,051-749-6051,35.16867,129.16166,2024-07-11
5671,부산광역시 해운대구청,부산광역시 해운대구 해운대로608번길59,부산광역시 해운대구 우동626-1,다목적,4,200,360도다방면,30,,051-749-6051,35.16073,129.15941,2024-07-11
5672,부산광역시 해운대구청,부산광역시 해운대구 구남로18번길24,부산광역시 해운대구 우동541-5,다목적,4,200,360도다방면,30,,051-749-6051,35.16166,129.15862,2024-07-11
5673,부산광역시 해운대구청,부산광역시 해운대구 해운대로483번길 13-22,부산광역시 해운대구 우동 957-12,다목적,2,200,360도다방면,30,,051-749-6051,35.16395,129.14564,2024-07-11
5674,부산광역시 해운대구청,부산광역시 해운대구 수영강변대로 85,부산광역시 해운대구 우동 1494,다목적,4,200,360도다방면,30,,051-749-6051,35.17123,129.12567,2024-07-11
5675,부산광역시 해운대구청,부산광역시 해운대구 해운대로 541-13,부산광역시 해운대구 우동 산120-2,다목적,3,200,360도다방면,30,,051-749-6051,35.16062,129.15076,2024-07-11
5676,부산광역시 해운대구청,부산광역시 해운대구 재반로29,부산광역시 해운대구 재송동 512-28,다목적,4,200,360도다방면,30,,051-749-6051,35.18094,129.12665,2024-07-11
5677,부산광역시 해운대구청,부산광역시 해운대구 선수촌로157번길 16,부산광역시 해운대구 반여동 1042-6,다목적,3,200,360도다방면,30,,051-749-6051,35.20749,129.12181,2024-07-11
5678,부산광역시 해운대구청,부산광역시 해운대구 재반로184번길 23,부산광역시 해운대구 반여동 1291-959,다목적,3,200,360도다방면,30,,051-749-6051,35.19394,129.13169,2024-07-11
5679,부산광역시 해운대구청,부산광역시 해운대구 삼어로91번길 130-4,부산광역시 해운대구 반여동 612-15,다목적,3,200,360도다방면,30,,051-749-6051,35.21002,129.11563,2024-07-11
5680,부산광역시 해운대구청,부산광역시 해운대구 아랫반송로 6,부산광역시 해운대구 반송동 716-5,다목적,3,200,360도다방면,30,,051-749-6051,35.16062,129.15076,2024-07-11
5681,부산광역시 해운대구청,부산광역시 해운대구 아랫반송로21번길 91,부산광역시 해운대구 반송동 275-452,다목적,4,200,360도다방면,30,,051-749-6051,35.22784,129.14855,2024-07-11
5682,부산광역시 해운대구청,부산광역시 해운대구 아랫반송로25번길 40,부산광역시 해운대구 반송동 257-381,다목적,4,200,360도다방면,30,,051-749-6051,35.22503,129.14994,2024-07-11
5683,부산광역시 해운대구청,부산광역시 해운대구 해운대로 1199,부산광역시 해운대구 송정동 99-1,다목적,3,200,360도다방면,30,,051-749-6051,35.19108,129.20367,2024-07-11
5684,부산광역시 해운대구청,부산광역시 해운대구 선수촌로111-7,부산광역시 해운대구 반여동 1217-6,다목적,2,200,360도다방면,30,,051-749-6051,35.20394,129.11956,2024-07-11
5685,부산광역시 해운대구청,부산광역시 해운대구 선수촌로207번길 59,부산광역시 해운대구 반여동 736-4,다목적,3,200,360도다방면,30,,051-749-6051,35.21188,129.12287,2024-07-11
5686,부산광역시 해운대구청,부산광역시 해운대구 운봉길 245-20,부산광역시 해운대구 반송동 533-1,다목적,5,200,360도다방면,30,,051-749-6051,35.23759,129.14067,2024-07-11
5687,부산광역시 해운대구청,부산광역시 해운대구 반여로155번나길 54-1,부산광역시 해운대구 반여동 972,다목적,4,200,360도다방면,30,,051-749-6051,35.20786,129.12598,2024-07-11
5688,부산광역시 해운대구청,부산광역시 해운대구 반송로877번가길 5-1,부산광역시 해운대구 반송동 389-3,다목적,3,200,360도다방면,30,,051-749-6051,35.23317,129.15184,2024-07-11
5689,부산광역시 해운대구청,부산광역시 해운대구 반여로 67,부산광역시 해운대구 반여동 1662,다목적,3,200,360도다방면,30,,051-749-6051,35.19902,129.12287,2024-07-11
5690,부산광역시 해운대구청,부산광역시 해운대구 반송로790번길 11,부산광역시 해운대구 반송동 744-89,다목적,3,200,360도다방면,30,,051-749-6051,35.22401,129.14617,2024-07-11
5691,부산광역시 해운대구청,부산광역시 해운대구 해운대로108번길 19,부산광역시 해운대구 재송동 900-107,다목적,3,200,360도다방면,30,,051-749-6051,35.1877,129.12037,2024-07-11
5692,부산광역시 해운대구청,부산광역시 해운대구 삼어로147번길 37,부산광역시 해운대구 반여동 692-9,다목적,3,200,360도다방면,30,,051-749-6051,35.20999,129.12,2024-07-11
5693,부산광역시 해운대구청,부산광역시 해운대구,부산광역시 해운대구 우1동 347-22,다목적,1,300,360도다방면,30,,051-749-6051,35.169772,129.154587,2024-07-11
5694,부산광역시 해운대구청,부산광역시 해운대구 우동1로 83,부산광역시 해운대구 우1동382-3,다목적,1,200,360도다방면,30,,051-749-6051,35.168587,129.156172,2024-07-11
5695,부산광역시 해운대구청,부산광역시 해운대구 재반로270번길 15,부산광역시 해운대구 반여3동1587-4,다목적,1,200,360도다방면,30,,051-749-6051,35.201367,129.13265,2024-07-11
5696,부산광역시 해운대구청,부산광역시 해운대구 재반로225번길 20,부산광역시 해운대구 반여2동1291-329,다목적,1,200,360도다방면,30,,051-749-6051,35.197603,129.129876,2024-07-11
5697,부산광역시 해운대구청,부산광역시 해운대구 아랫반송로 67-1,부산광역시 해운대구 반송1동250-1433,다목적,1,300,360도다방면,30,,051-749-6051,35.222019,129.151688,2024-07-11
5698,부산광역시 해운대구청,부산광역시 해운대구 윗반송로51번길 195,부산광역시 해운대구 반송2동7-171,다목적,1,200,360도다방면,30,,051-749-6051,35.233766,129.157771,2024-07-11
